Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Amount_bin,Amount_log,Hour
82450.0,1.31453919005614,0.590642763250075,-0.66659342070355,0.716564340123453,0.301977869959298,-1.12546746514505,0.388880528388934,-0.288389638013591,-0.132137450666675,-0.597738927671465,-0.325346640449052,-0.21643537583917,0.0842040799280351,-1.0546305617385,0.967932032509217,0.601226266062646,0.631116638308353,0.29507796789341,-0.136150702482415,-0.0580404050390117,-0.170307279387637,-0.429655035253663,-0.141340683112249,-0.200194626075649,0.639491494374774,0.399475692421549,-0.0343210089575542,0.0316924132520412,0.76,0,0.5653138090500605,22.0
50554.0,-0.798671774485497,1.18509290816488,0.904547185437142,0.694583749252136,0.219040575098198,-0.319295358148838,0.495236343903129,0.139268600382104,-0.760213608856806,0.17054681233401,0.821998442387764,0.46832176679532,-0.0575502861155432,0.573006314979332,0.358687757777865,-0.0116327063359799,-0.50456991587577,0.722749576258471,0.861540918769592,-0.081298289388587,0.202287281499889,0.578699296051212,-0.0922450213734442,0.0137228520784373,-0.246466055551771,-0.38005716679397,-0.396030194077437,-0.112900666069163,4.18,2,1.6448050562713916,14.0
55125.0,-0.391128406506541,-0.245539891457449,1.1220742968905,-1.30872519799771,-0.639891140047357,0.0086780487729283,-0.701303618716238,-0.0273152180810641,-2.62885398152764,2.0513119311392,0.575866440345067,-0.594036626440209,1.09788035031698,-0.338340143537802,0.617523289267047,-0.756389942993804,0.535140720219398,1.01670375383744,2.13382830557166,0.0657158454480811,-0.133485328557116,0.117403426988999,-0.191747896279686,-0.488642102118747,-0.309773631982889,0.0081004405864411,0.163716130219149,0.239582023422834,15.0,4,2.772588722239781,15.0
116572.0,-0.0603018544445645,1.06509322305841,-0.987420659335406,-0.0295669263015174,0.176375675350251,-1.34853873778122,0.77564426910357,0.134843223191443,-0.149734361017963,-1.23859782964672,-0.841133375918552,-0.586472388837541,-0.779619560269976,-0.436671254631116,0.747870869919611,0.266437282992763,0.703234120274037,0.916719418481688,-0.189966700503994,-0.169705933860406,0.355575901074426,0.907569764864002,-0.0184544448103831,-0.12626947334561,-0.339922557140574,-0.150285486710832,-0.0236339772764892,0.0423297321766305,57.0,6,4.060443010546419,8.0
90434.0,1.84843255870069,0.373363986127128,0.269271959391459,3.8664379415194,0.0880619529195074,0.970447127520637,-0.721945223774171,0.235983234601773,0.68349097039929,1.16633490493514,1.29753126342192,-1.92096557218829,1.88504688159055,1.32322534924524,-2.04448189781674,1.31765504618758,-0.441075927559015,0.804104385470907,-1.65833855716456,-0.282777066493116,0.103562657365634,0.620953629260106,0.197076838828891,0.69239236422978,-0.206530110838823,-0.021327853364964,-0.019822802502992,-0.0426818320481336,0.0,0,0.0,1.0
39411.0,1.32197869570702,-0.575195465659831,0.395503410710055,-0.551812648075679,-1.17234488601789,-1.03615163993916,-0.417695816571423,-0.228769752797668,-0.819610105594849,0.664582858885129,-0.508754125710815,-0.234832219022152,0.160393724037626,0.126382810115988,0.994191659189235,-1.16302302287649,-0.0649714223609736,0.886025666644818,-0.768040506226172,-0.410389489652245,-0.468704866684149,-0.977936022323078,0.113434525485654,0.396269278978682,0.0775036838145536,0.901030068656141,-0.0630111192738049,0.0171331292367211,43.89,6,3.804215052793841,10.0
100409.0,-0.342387450670689,-0.196129325363074,1.20125394393227,-1.32741937816825,-0.741833386420704,-0.570305858081961,-0.57423481781964,-0.228333122939884,0.95840653128544,0.249668796465746,0.178576864581711,-3.33890785936838,2.05272992255368,0.782320403242885,0.0789961464395472,1.39480362585509,0.590052546261606,-0.560052273976979,0.258708198797462,-0.165678263853772,0.286211747545898,1.04843921730299,0.128622830225034,-0.0541824447966528,-1.68906710272881,-0.481259377758317,-0.0633102476520805,0.324557558543426,49.83,6,3.928486731458811,3.0
31054.0,1.45900811813266,-1.14424286797837,0.673747838239018,-1.30525722552206,-1.85058868641835,-0.944948502605085,-1.13035659624963,-0.113863690214598,-1.55723767661125,1.4399618219501,-0.633875435705874,-1.49033160048336,-0.687534324787364,-0.132358785598779,0.890525045361324,-0.129225144932901,0.496687013599174,0.0692358144305354,-0.238819402085529,-0.357990903484439,-0.369531447983478,-0.821023284572159,0.174704287067773,0.29486468366473,0.0816899529510391,-0.408069013473166,0.031006766231938,0.0309603688900982,35.0,5,3.58351893845611,8.0
111675.0,-1.2104755863878,-1.18607738341811,1.11594940389539,-0.202103250544469,0.234418371122772,-1.01453676204811,0.338384649603078,0.0800205683549004,0.533067912704854,-0.97396585251411,-1.11669462757997,-0.405257400484153,-0.846176821433689,0.166103372610589,0.747668885965569,0.459407022992626,-0.718979812055992,0.280403572641957,-0.40615421651468,0.537181811639383,0.0899174624586889,-0.479130121054584,0.692103848922618,-0.132879982495323,-0.0751150670558421,-0.610494665686763,-0.090292023137925,0.0294324210326921,219.0,9,5.393627546352362,7.0
18895.0,1.24533658991321,-0.273575908149224,0.683713454365785,-0.766522857532907,-0.472246046876152,0.190399197200019,-0.682181602700452,0.0208461968816207,3.01757857184735,-1.52566215217805,0.140249922603644,-1.45914023576534,2.66174744665277,1.08069754352832,0.745962928289283,-0.56257863513495,0.508369384008138,0.172654155074422,0.300443135359576,-0.0922082397281619,-0.172926799385213,0.0598865595477234,-0.119483106014346,-0.790592369297953,0.543437384365016,-0.647129812397719,0.0864504717479027,0.0207318264007353,11.85,3,2.553343811341229,5.0
